,surface_tmp_1h
3807,-3.6
26983,25.5
7322,-11.0
23014,-3.2
7942,-6.9
21053,5.2
12382,-3.9
6849,8.9
8634,-3.9
4656,-4.5
10247,-2.5
15923,11.4
24062,27.3
6144,1.8
15305,19.8
22878,0.2
3241,1.6
10182,-5.6
24221,9.9
26065,5.7
5026,-10.0
12767,0.7
15779,11.3
3948,3.0
8041,-7.4
4493,-5.2
12223,-4.5
20546,-1.1
3012,-1.9
6989,-2.4
4867,0.4
4716,4.3
5621,-3.9
10082,-4.8
4925,-6.3
16425,4.0
7955,-7.2
13617,-2.2
20021,11.9
16382,0.8
16077,1.5
6706,-10.3
26997,21.9
4342,-0.1
5784,-7.5
6203,0.7
18587,18.8
20976,4.9
20286,1.2
27718,13.3
17028,-3.6
3607,-1.4
20493,-1.9
13355,12.5
21349,11.0
18565,11.8
28021,-1.2
25435,24.0
12718,3.2
9671,20.4
19152,-0.3
5245,-13.1
24751,26.8
26851,22.3
24447,0.2
2776,14.0
26665,-3.3
10804,-2.5
26037,-0.8
25520,27.0
22197,8.0
14027,14.0
13526,0.3
26286,17.4
6469,-5.3
11900,13.2
21225,4.6
24420,1.4
8758,-5.7
3927,-0.3
13965,14.7
23198,-3.9
4578,-8.7
24460,-0.2
19263,16.8
23129,-5.2
27793,7.2
6483,-5.9
7047,-5.2
1474,13.2
2961,0.8
15976,7.5
15269,13.2
28236,26.8
7281,-10.1
11885,16.9
4776,9.5
17163,2.7
15411,15.1
4913,-5.3
20619,10.3
15060,-4.0
22697,19.3
7311,-10.6
21104,4.8
2488,-5.8
18377,1.2
9982,-2.7
15810,11.3
21948,7.3
7876,-5.5
1171,-5.5
2616,-8.7
13672,-2.4
1451,15.7
26867,25.2
24944,9.0
18797,8.0
14519,0.7
23571,1.8
5274,-13.4
344,-1.1
26883,27.0
20926,8.2
4454,-3.8
23701,-2.7
753,17.2
9458,-0.7
20584,2.8
3569,0.4
15575,6.7
9005,18.8
3730,-2.3
21884,4.8
24207,10.8
10424,15.2
21348,11.1
20959,6.0
6306,-1.9
14925,-1.2
20999,4.9
26737,-3.4
18936,1.4
19025,-0.6
593,-1.5
5623,-4.1
18228,5.9
29,11.7
6959,0.9
4624,-8.9
5905,-6.4
22454,-2.0
22404,-1.1
19197,3.8
9764,11.6
11067,14.5
8729,-5.3
2490,-5.8
23948,8.0
6543,-8.0
24957,8.2
16639,12.7
2805,16.4
3810,-3.6
21657,6.9
9595,12.3
10966,-0.3
19531,6.3
5392,3.0
4679,-0.8
27198,2.4
11215,9.2
8241,7.7
14907,-0.5
16272,-1.2
2144,15.2
16990,-3.1
8416,4.6
12609,15.6
10469,12.1
4445,-3.5
18408,0.1
22283,2.5
5634,-4.8
14192,1.1
23157,-5.6
1590,5.6
15611,6.3
2365,-2.6
10730,-3.0
24096,27.2
5048,-10.6
17427,7.5
26169,26.4
12233,-4.5
23136,-5.5
26045,1.2
8362,8.4
6803,5.6
14247,-0.7
14124,4.5
26449,2.2
3951,3.5
6635,-9.9
13933,14.1
14013,14.8
4585,-8.9
15447,11.4
5383,1.2
9853,2.0
5138,-11.8
11183,15.2
4231,4.0
6023,-3.2
20316,0.2
6761,-0.6
11275,2.8
13894,12.5
23652,-1.3
3191,-1.1
1711,2.6
1861,0.7
26311,13.4
18130,7.5
376,-1.7
3954,4.0
27922,1.3
17708,3.5
25263,1.4
10904,-2.3
15000,-2.8
3699,-2.9
17546,5.2
9577,9.2
24868,17.9
3322,8.6
8815,-6.6
10021,-3.7
5538,6.4
908,0.4
17055,-3.6
15023,-3.3
2018,-1.0
25250,2.3
4807,8.8
8814,-6.6
3408,8.4
6349,-2.5
16356,0.0
15751,7.3
3401,8.7
27653,32.3
21980,9.7
9968,-2.6
11068,14.4
4311,1.1
5564,2.1
16874,-1.6
27600,29.8
10461,13.4
470,-3.3
11036,8.3
25657,7.3
19814,2.7
21090,4.8
14187,1.3
22748,23.8
24870,17.5
5110,-11.5
7949,-7.0
17170,3.6
13003,-4.2
6216,0.5
27765,9.2
11173,17.6
18761,12.4
27292,-0.7
22592,-2.3
17502,5.6
13656,-2.1
13016,-4.3
9420,0.0
1349,3.8
23231,4.1
25747,2.5
27959,0.3
28211,22.0
14518,0.7
7998,-7.7
11139,20.0
28263,30.1
572,-4.2
5370,-1.3
23884,-4.7
24398,2.6
26374,6.5
9412,0.4
1689,2.8
6304,-1.8
19856,3.0
9020,19.1
12243,-4.8
22792,23.9
5799,-7.5
18127,7.7
22668,13.8
5466,11.5
13925,13.6
15638,5.7
28553,8.0
13941,14.2
23277,14.9
22104,23.3
6414,-3.4
15257,10.5
27541,18.3
4671,-2.2
24940,9.3
20332,-0.3
7307,-10.6
11595,-6.4
10540,3.4
4582,-8.8
9651,19.3
8456,2.0
13632,-2.4
15175,-4.1
22204,7.3
3179,-1.7
20666,19.5
18468,-0.7
23761,-3.6
9411,0.4
3931,0.4
21852,5.0
10991,2.3
8974,16.1
22826,19.2
12294,-5.4
25301,1.0
348,-1.2
10853,-2.4
561,-4.4
21928,5.6
23119,-5.2
16943,-2.4
21326,8.5
544,-4.6
2409,-4.0
21350,11.1
4541,-7.4
11804,19.1
22491,-2.7
24615,1.6
14383,-3.1
15343,23.2
15927,11.9
1705,2.2
15483,8.8
23801,-4.2
1811,1.1
12571,19.4
10412,15.4
22711,21.6
24462,-0.2
13027,-4.4
13458,3.7
7999,-7.7
8347,10.2
897,0.9
14544,2.2
2541,-7.6
9967,-2.5
6403,-3.0
26419,3.6
13503,1.2
13830,-1.0
21827,5.2
6187,1.2
16903,-2.0
25497,28.1
3642,-2.1
28096,-2.0
3679,-2.8
621,3.0
16150,-0.6
11458,-4.0
10895,-2.3
22635,6.0
6872,10.1
1126,-5.4
28159,9.3
25568,18.4
14714,20.9
8104,-8.6
4638,-7.2
5501,11.8
6277,-1.2
27785,7.7
17078,-2.8
25152,1.0
22933,-1.4
19209,5.8
5171,-12.2
8038,-7.5
6927,5.8
6676,-10.8
13100,-2.4
5726,-6.8
8284,13.2
2019,-1.3
6219,0.2
16663,10.2
25424,22.7
5755,-7.7
6595,-9.2
17057,-3.6
9277,-3.6
11286,2.0
2535,-7.5
23902,-3.1
4370,-1.0
21359,10.8
14659,21.2
10807,-2.5
530,-4.4
28285,32.0
10410,15.2
4244,3.5
11775,15.3
23560,2.5
10538,3.5
21014,5.2
25408,19.6
1597,5.3
3500,1.7
25342,5.3
13148,5.4
25116,1.7
7418,-11.1
375,-1.7
7289,-10.3
9485,-1.6
14524,1.1
19494,8.4
1112,-5.2
17958,18.0
14051,12.4
11922,10.4
9833,3.1
18616,19.8
10212,-5.3
13703,-2.6
658,9.7
20239,3.1
24945,9.0
24705,20.8
16917,-2.4
18810,6.9
8315,12.4
23452,13.2
21405,12.0
6524,-7.5
20630,12.8
15311,20.8
25502,27.7
3483,3.0
7996,-7.8
10425,15.0
578,-3.6
20173,7.5
1342,2.5
22782,24.4
723,17.6
2832,16.2
11083,16.9
1397,9.8
6698,-10.4
15951,9.9
24089,27.2
25096,2.2
19222,8.8
24107,26.1
13639,-2.4
14632,18.0
6853,8.6
6443,-4.4
25236,2.5
18776,10.1
2852,15.1
7709,0.7
26079,9.2
25594,14.2
20913,9.3
25087,2.7
7448,-4.9
24016,24.5
9381,1.2
28109,-1.6
19134,-0.2
770,15.9
4118,14.5
16920,-2.4
3985,9.7
6186,1.2
7741,-1.5
21841,4.9
24796,27.8
26627,-2.8
21628,7.1
8008,-7.9
6907,9.1
16980,-2.9
22435,-1.7
26006,-3.3
22473,-2.3
21338,9.6
795,11.9
17655,4.0
6239,0.0
12861,-2.2
8661,-4.3
21483,11.0
26022,-2.6
18798,7.8
3655,-2.2
9702,20.8
19313,23.1
18569,13.6
9915,-0.9
19547,5.5
4324,0.4
5600,-2.5
17519,5.4
22583,-2.9
11576,-6.3
24722,23.7
11868,18.8
9483,-1.6
9,10.4
14423,-1.7
6428,-4.0
18362,1.7
2295,1.2
2576,-8.3
24818,25.6
19103,-0.4
26148,23.7
3772,-2.3
554,-4.6
17653,4.0
12321,-5.8
9128,6.0
17367,10.8
7124,-7.0
22966,-2.3
8563,-2.6
25155,1.0
10548,2.9
16565,17.3
22391,-0.8
21473,11.5
23994,19.1
17932,19.2
25464,27.6
27566,23.9
19198,4.0
7788,-3.5
10666,-2.5
14812,4.3
28142,5.1
22950,-1.9
1836,1.3
19881,3.5
28136,3.5
7815,-4.4
6075,0.4
3763,-2.3
27069,10.3
28476,9.2
16283,-0.9
16336,0.0
10603,-0.2
10062,-4.5
17461,6.3
23497,7.0
22797,23.9
23562,2.2
17521,5.5
27572,25.2
2132,14.9
17787,4.5
15394,17.2
9543,3.2
12479,12.9
12492,14.6
2926,3.8
322,0.0
16227,-2.0
22968,-2.2
11612,-6.6
27224,1.3
2779,14.3
24679,15.4
10755,-2.8
23649,-1.2
25913,-2.1
20633,13.6
16010,4.8
16582,15.4
11142,19.9
2087,9.2
23740,-3.2
10576,1.1
826,7.5
16572,15.6
2030,0.7
15813,11.5
19414,19.4
26337,10.0
16408,2.2
19820,2.8
12577,18.5
22001,14.9
24665,12.5
17125,0.1
27555,21.6
16876,-1.6
15646,5.4
20681,22.5
13186,13.1
9452,-0.5
25610,12.1
12518,18.3
3433,6.4
26562,-1.5
22848,13.4
3639,-2.1
18260,5.5
28162,10.1
27622,31.6
6334,-2.1
20014,12.4
28382,20.4
5438,9.1
18340,2.4
18863,3.8
24896,13.8
2036,1.6
15862,12.3
3470,4.1
27821,5.4
22985,-2.7
28280,31.6
13058,-4.8
17804,6.0
26250,25.9
26270,22.6
11041,8.0
19787,2.8
13647,-2.2
16039,3.3
14735,19.0
22142,15.1
27490,4.9
21961,8.7
17543,5.3
9280,-3.6
14129,4.2
24464,-0.3
3767,-2.2
4761,8.7
16703,5.3
2927,3.7
27060,11.3
25847,-0.6
7149,-7.8
9698,21.3
22811,22.7
7590,14.5
25943,-2.7
2080,8.3
8927,8.1
19812,2.8
25947,-2.8
6416,-3.4
28513,8.7
3176,-1.8
26285,17.7
6759,-0.8
4768,9.3
10609,-0.5
22225,5.7
15493,8.6
3556,0.2
20733,27.0
2220,11.8
26048,1.8
21953,7.4
10401,15.7
427,-2.4
18150,7.1
6366,-2.6
3441,5.8
4946,-7.2
2883,9.2
20043,13.2
16078,1.4
27500,7.4
1132,-5.0
13513,0.8
17392,8.9
4815,8.0
19080,0.1
24316,6.8
19582,3.7
6842,8.7
12827,-1.3
25908,-1.9
14653,20.8
20052,13.9
21247,4.8
22019,20.9
21361,10.8
179,3.1
8159,-3.9
7235,-9.4
10878,-2.4
4972,-8.6
20057,15.2
10534,3.9
18000,18.8
8653,-4.2
9888,0.2
18588,19.6
19367,20.4
12926,-3.3
13098,-2.8
21038,5.2
28463,10.1
23621,-0.3
4735,6.2
5254,-13.1
22694,18.7
5404,4.7
1372,9.4
12550,20.4
27606,30.3
19234,11.5
17256,14.9
2419,-4.4
25460,27.1
27316,-1.3
25801,0.5
24314,6.8
13595,-1.7
2717,4.2
13790,-3.4
315,0.1
25006,5.6
22174,10.5
15891,11.3
12780,0.2
1030,-3.9
4443,-3.2
9062,17.7
8519,-1.4
9767,10.7
11631,-6.7
21398,11.8
13219,18.8
11944,7.5
25922,-2.4
8853,-6.3
5022,-10.1
1898,-0.7
23331,24.2
13947,14.1
12197,-4.2
5669,-6.0
17684,3.9
10089,-4.8
341,-1.0
9108,9.4
15882,10.8
1096,-5.1
5817,-7.5
27584,27.5
11553,-5.8
6696,-10.6
19249,14.9
21457,12.4
23279,15.5
5021,-9.8
11623,-6.8
26427,3.3
11321,0.0
10740,-3.2
13758,-3.6
16,10.9
21696,6.6
28351,26.9
12513,17.5
25108,1.9
7614,13.6
21531,9.0
15558,7.0
24923,10.7
23932,3.7
22239,4.8
14111,5.6
1994,-1.6
7723,-0.4
27154,4.3
24596,-1.2
18523,7.0
24094,27.2
9986,-2.8
23578,1.5
161,3.8
6905,9.2
7736,-1.3
11511,-5.1
17915,18.0
28127,1.2
19775,2.8
18685,22.4
26180,27.5
22470,-2.2
1949,-1.7
5267,-13.2
8953,12.9
27360,-2.0
22304,1.9
23422,20.3
8491,-0.5
27943,0.7
3759,-2.3
12393,-2.3
14871,0.9
20279,1.5
21984,10.9
22528,-3.1
547,-4.6
6335,-2.1
10541,3.4
9102,10.5
18861,3.9
23181,-5.1
9172,1.6
24579,-2.0
17485,6.0
19350,22.0
5573,0.8
19434,16.7
7707,0.8
1821,1.2
1491,14.3
5237,-12.9
12083,-1.4
8160,-3.6
28225,24.8
10375,14.4
27324,-1.4
23888,-4.5
8039,-7.5
24983,6.6
25473,28.0
22026,21.9
10142,-5.3
14578,6.4
21357,11.2
1245,-6.4
3554,0.2
20478,-2.0
9125,6.5
28046,-1.6
18522,6.8
27680,24.6
17757,2.8
26796,8.7
7350,-11.3
15896,11.5
14403,-2.8
9804,5.8
22036,20.8
4129,12.8
7464,-1.5
25147,1.2
28453,10.9
24473,-0.6
132,5.3
27836,4.8
23071,-4.4
869,2.7
25991,-3.3
14986,-2.8
22631,5.1
23695,-2.4
27123,6.1
4044,17.6
27345,-1.9
28122,0.1
13754,-3.4
12728,2.7
12933,-3.4
13099,-2.5
19538,5.6
11726,5.6
12684,5.7
19646,3.1
10521,5.1
15178,-4.0
28472,9.5
16976,-2.9
11874,18.0
9299,-4.4
13306,18.1
16160,-0.8
8537,-1.9
1475,13.4
25445,25.4
19242,13.3
2773,13.7
21833,5.2
13071,-4.5
20960,5.9
11435,-3.6
24400,2.4
25266,1.2
13676,-2.7
20424,-1.6
12155,-3.2
19116,-0.6
16769,1.5
19593,3.4
22212,6.5
7339,-11.2
4691,1.3
2502,-6.0
9857,1.8
5395,3.4
16993,-3.1
22096,24.2
2276,2.9
23804,-4.2
19850,2.9
7434,-7.9
26050,2.2
26563,-1.5
8490,-0.4
21229,4.5
16122,0.3
13674,-2.7
9310,2.2
21465,11.9
9242,-2.5
12317,-5.7
22474,-2.3
8744,-5.5
25036,4.6
10875,-2.3
25577,16.7
13272,21.4
11420,-3.2
10729,-3.0
19386,18.7
17258,15.8
3590,-0.9
25527,26.3
15243,7.7
9419,0.1
16436,4.3
5924,-6.0
17032,-3.6
17694,3.7
21115,4.7
15294,17.6
23174,-5.4
16848,-1.0
22319,1.2
12296,-5.4
3460,4.3
22505,-2.8
7118,-7.0
2663,-6.2
8167,-3.0
18855,4.1
18889,3.0
26483,0.9
27213,1.7
19970,7.8
4475,-4.1
2046,2.7
6604,-9.4
13589,-1.5
1571,6.4
14091,7.5
8089,-8.4
19831,2.8
8876,-2.1
12470,11.1
18276,4.4
26980,25.4
27048,12.7
11706,1.0
6796,4.7
20847,14.3
1108,-5.1
24900,13.2
24939,9.4
1840,1.2
4190,6.3
13854,3.8
5468,11.5
17816,7.2
21757,5.6
27080,9.3
23383,26.0
19227,9.8
27147,4.8
3684,-2.7
11982,3.8
24725,23.5
3797,-3.5
10854,-2.4
23444,14.3
4874,-1.0
27639,32.7
12298,-5.5
20604,6.9
3145,-2.7
7927,-6.7
10251,-2.3
11996,2.8
986,-2.8
24600,-0.7
25912,-2.0
21156,4.6
10351,12.4
7178,-8.3
4983,-8.8
27237,1.0
19205,5.4
11652,-6.0
5500,11.8
17652,4.0
3172,-2.0
10885,-2.4
6496,-6.4
10120,-5.1
24987,6.5
18483,0.0
18486,0.6
4016,14.4
24490,-0.8
13999,14.8
8765,-5.7
16050,2.6
6637,-9.9
15267,12.7
6103,-0.1
12971,-3.8
25783,1.2
5794,-7.5
17792,4.9
22346,0.4
13594,-1.6
10364,13.5
26432,3.0
14089,7.8
25207,2.7
25960,-2.9
17417,7.9
26552,-1.1
25832,-0.2
2916,5.0
5698,-6.6
27486,4.0
17497,5.7
5750,-7.6
10246,-2.6
4540,-7.4
18211,6.2
17090,-2.2
21882,4.9
24766,27.8
4189,6.4
18966,0.5
3256,2.6
24702,20.2
20147,10.8
17522,5.3
8393,5.9
2230,9.2
21784,5.6
557,-4.5
19884,3.7
11915,11.6
25472,28.3
25599,13.5
23639,-0.9
27533,16.3
17424,7.4
13294,19.1
6942,2.5
9130,5.7
7753,-2.1
14479,-0.3
15251,9.0
27547,19.8
25710,4.3
26333,10.4
17416,7.9
21765,5.6
4125,13.3
16110,0.5
22837,17.3
27133,5.5
26054,3.0
19743,2.8
4401,-1.5
25600,13.2
1404,12.5
22069,25.5
23679,-2.1
8171,-2.5
13845,1.7
12147,-2.9
25826,0.0
8376,7.2
21109,4.8
20007,12.3
664,10.7
15295,17.7
22448,-2.0
24081,28.1
7398,-11.7
8580,-3.1
15563,6.8
8230,6.8
10464,13.0
10876,-2.4
3530,1.1
5770,-7.7
6733,-5.6
6369,-2.6
20510,-1.7
2256,5.3
3914,-2.2
6354,-2.5
95,8.7
10751,-2.9
5052,-10.5
18392,0.6
1867,0.4
20341,-0.5
5836,-8.1
6136,0.8
7536,11.2
23904,-2.6
21054,5.2
10662,-2.3
24853,20.4
25209,2.7
6889,9.5
2731,6.7
25158,1.0
16413,2.5
4596,-9.2
13262,21.2
1221,-6.4
15171,-4.2
7188,-8.4
17953,18.3
25041,4.4
17002,-3.4
5584,-0.7
6956,1.6
9358,1.8
13010,-4.3
26621,-2.7
26274,21.8
1688,2.8
26373,6.6
18219,6.1
2897,7.6
3057,-2.3
26539,-0.8
27344,-1.8
8544,-2.3
4636,-7.8
19260,16.2
12136,-2.8
7399,-11.8
21403,12.0
20353,-0.8
7743,-1.7
5678,-6.3
3185,-1.6
9687,20.8
26215,28.0
28381,20.4
24399,2.5
3077,-2.4
19466,11.7
23793,-4.2
17692,3.7
12049,0.0
13440,4.6
16089,1.1
28103,-1.8
13943,14.1
20118,12.4
17713,3.3
15278,13.6
20751,26.7
19703,2.8
5523,10.1
4038,17.2
10398,15.6
19021,-0.6
26592,-2.0
7306,-10.5
3966,6.2
22340,0.6
4556,-7.9
23946,7.6
9649,19.1
23594,0.7
6888,9.3
20752,26.4
15637,5.6
18993,0.1
6816,7.5
16377,0.6
26603,-2.3
7981,-7.5
5038,-10.4
5909,-6.2
2922,4.2
11911,12.4
5224,-12.9
10282,2.9
28380,20.8
25086,2.7
26725,-3.8
17769,3.3
4933,-6.6
20579,1.0
4911,-5.1
13499,1.5
22706,20.8
1866,0.5
85,9.8
8305,12.9
15059,-4.0
516,-4.3
13152,6.5
10274,1.4
22862,0.9
21287,6.0
15501,8.1
7483,2.3
2362,-2.5
1306,-3.6
26975,27.7
23788,-4.0
28063,-2.0
3225,0.7
11622,-6.8
513,-4.2
24315,6.8
6262,-0.6
26016,-2.8
8096,-8.5
19037,-0.6
7412,-11.3
18022,15.8
8724,-5.4
28434,12.3
23721,-3.0
1412,13.6
5990,-4.6
1337,1.9
25462,27.5
21499,10.3
5529,7.7
21086,4.7
17904,16.1
12485,13.9
27627,31.7
21070,5.2
13655,-2.1
24871,17.4
27928,1.1
13298,18.8
9863,1.4
20035,13.0
8933,9.2
3365,9.1
11344,-1.1
23201,-3.1
12290,-5.3
13679,-2.7
14077,9.2
12585,17.8
26661,-3.2
974,-2.6
22139,15.6
20995,4.8
19574,3.6
11588,-6.4
14411,-2.1
16007,5.1
16148,-0.5
26683,-3.6
19015,-0.5
14480,-0.3
5311,-12.9
26589,-2.0
16634,13.5
28147,6.2
19474,10.5
4444,-3.4
13969,15.0
3044,-2.2
7401,-11.7
10487,9.5
16679,7.8
26858,23.6
14658,21.2
14281,-1.3
26854,22.7
13211,18.3
27434,-2.8
23545,3.3
25731,3.2
17091,-2.0
19491,8.7
21972,9.4
867,2.9
22049,23.3
9341,1.8
5699,-6.7
3961,5.3
9157,2.7
5382,0.9
14409,-2.1
10998,3.9
17623,4.3
9024,18.8
22620,3.1
20711,26.0
28445,11.5
14008,14.8
2856,15.0
384,-1.9
7015,-4.0
28450,11.1
2834,16.2
10039,-4.0
1309,-3.0
22140,15.4
3397,8.8
20479,-2.0
23426,18.3
1271,-6.3
6597,-9.3
28378,21.1
6271,-1.1
16992,-3.1
23063,-4.3
13247,21.6
2719,4.7
22185,9.1
24189,12.4
21697,6.6
20939,7.2
16016,4.5
3821,-3.2
14916,-0.9
19430,17.4
1609,4.3
12396,-2.0
9501,-1.4
2908,5.8
24283,7.5
27651,32.3
21868,4.9
12142,-2.8
14039,13.1
19792,2.7
1420,14.3
10259,-0.5
3317,8.5
25153,1.0
18740,14.6
13205,17.4
8043,-7.5
14818,3.7
1382,9.3
24545,-1.6
9478,-1.4
21689,6.7
2136,14.8
5967,-5.7
11654,-6.2
5316,-12.4
16152,-0.5
14023,14.4
27854,4.0
8746,-5.5
2645,-8.5
24046,26.9
23856,-5.1
22424,-1.5
4202,5.5
11891,15.3
9524,0.3
14978,-2.5
14313,-1.9
3120,-2.8
3253,2.7
16510,10.3
2007,-1.4
14217,0.4
5899,-6.3
25749,2.4
16239,-2.0
1154,-5.0
14786,6.1
12047,0.0
16383,0.8
2525,-7.4
20620,10.5
24620,2.5
7400,-11.8
10431,15.2
23462,11.7
21143,4.6
7036,-4.8
21811,5.4
11326,-0.3
11810,19.9
13559,-0.6
3082,-2.4
614,1.9
16502,10.1
2800,16.1
5690,-6.4
13281,20.6
12016,1.7
19421,18.7
11747,10.0
19020,-0.6
22883,0.1
1537,8.4
13206,17.7
11618,-6.7
25011,5.3
2481,-5.8
5365,-2.2
10732,-3.0
5272,-13.3
14120,4.8
5999,-4.2
5042,-10.5
6200,0.8
8288,13.1
12912,-2.9
3943,2.2
24266,7.8
11857,19.1
12636,11.6
17967,18.0
22550,-3.3
17846,10.1
19948,6.0
10036,-4.0
14088,7.9
3748,-2.2
3852,-2.3
433,-2.0
2296,1.0
3725,-2.4
9409,0.5
6181,1.3
25661,7.1
8593,-3.4
21261,5.2
23013,-3.2
8464,1.2
22660,12.3
9985,-2.7
23199,-3.6
15486,8.8
16655,11.3
19034,-0.6
28346,26.4
18873,3.5
2763,12.4
19800,2.8
7681,3.2
19561,4.4
26633,-3.0
10891,-2.4
6854,8.7
1473,13.7
26368,7.0
8782,-6.0
9933,-1.6
11300,1.2
18311,3.5
16443,4.7
4704,2.9
2441,-5.0
19984,9.7
15769,9.7
28426,13.5
25080,2.8
21796,5.6
5885,-6.4
23838,-4.8
9218,-1.5
2305,0.4
2989,-0.9
3258,2.8
2151,15.7
28408,16.3
6437,-4.3
15358,21.0
2954,1.3
4361,-0.6
25529,26.1
20827,16.6
6722,-7.7
25739,2.7
6303,-1.8
11689,-1.2
4774,9.6
20660,17.8
1546,7.7
2322,-0.6
7285,-10.1
26009,-3.1
1408,12.5
2934,3.0
8424,4.0
6757,-1.1
22479,-2.4
21246,4.8
11113,19.4
25403,18.4
18199,6.4
17719,2.9
24281,7.6
16193,-1.5
22464,-2.1
9504,-1.4
9737,17.1
20435,-1.5
1299,-4.8
5275,-13.4
4976,-8.7
16129,-0.1
17820,7.9
12879,-2.5
17993,17.1
14983,-2.7
7070,-5.8
13015,-4.3
1488,14.6
11525,-5.2
22070,25.6
20693,24.2
8173,-2.2
9014,19.2
27005,19.9
26391,5.2
21799,5.5
16585,15.4
15081,-4.1
24355,5.5
17944,18.8
11062,13.5
19891,3.8
21955,7.5
25892,-1.6
14179,1.6
17996,18.1
4705,3.0
26207,28.5
20352,-0.8
16173,-1.1
24311,6.8
10657,-1.9
8525,-1.4
22079,25.6
4634,-7.6
8318,12.6
10078,-4.7
24998,5.9
11480,-4.5
23951,8.5
17077,-2.8
12970,-3.8
28344,27.4
16707,5.1
1324,-0.6
21532,9.0
25395,16.4
8804,-6.4
17010,-3.4
22279,2.6
17833,8.9
8992,17.8
22397,-0.9
2578,-8.3
16348,0.0
25964,-3.0
8514,-1.1
4469,-4.2
22517,-2.8
20412,-1.6
11801,19.0
14311,-2.1
18630,23.6
21491,10.8
1505,13.1
24045,27.0
5344,-6.6
3532,0.9
2162,15.8
24218,10.2
17721,2.8
17412,8.0
15573,6.7
11882,17.4
22736,23.0
21979,9.6
11789,17.2
9255,-2.7
4280,2.1
10967,-0.3
2650,-8.3
23529,4.2
27790,7.3
19869,3.2
16613,15.2
689,14.5
9463,-0.9
6448,-4.6
18164,6.8
11745,9.4
3830,-2.6
21305,6.8
10161,-5.4
14126,4.5
12414,1.3
4741,7.2
11784,16.7
15719,5.5
21264,5.2
4074,14.8
4924,-6.3
24073,27.9
16134,-0.1
14698,22.1
3409,8.2
11821,19.6
22716,21.8
12691,5.2
22132,17.4
26355,8.2
17887,14.8
4988,-9.1
16082,1.2
25220,2.7
4248,3.3
25308,1.2
11137,20.2
25468,28.0
24423,1.2
6104,-0.1
13381,9.2
13587,-1.5
8926,7.8
10290,4.7
8708,-5.2
16341,0.0
4938,-6.8
22012,21.0
9531,1.1
11524,-5.2
16241,-2.0
18188,6.5
26233,27.6
1032,-4.0
18448,-1.0
5229,-12.9
16218,-2.0
19607,3.3
25788,1.1
22924,-1.2
720,17.3
24040,26.1
16047,2.8
24152,17.6
25820,0.2
13662,-2.3
3138,-2.8
28048,-1.6
11508,-5.0
15605,6.3
12203,-4.2
15144,-4.3
27740,11.1
23317,22.5
13822,-1.3
15946,10.6
14329,-2.4
6537,-7.9
26317,12.5
18490,1.2
10527,4.5
825,7.5
4317,0.7
20595,4.9
1170,-5.4
17537,5.3
4025,15.6
16051,2.6
9059,17.9
12125,-2.7
26677,-3.6
18504,3.0
25488,28.1
10554,2.5
7593,14.4
6499,-6.6
28067,-2.0
15564,6.8
28322,31.0
4292,1.8
24291,7.4
18006,17.6
9318,1.9
13422,5.9
20216,4.4
16825,-0.4
2814,16.5
7451,-4.1
6756,-1.3
7731,-1.0
28520,8.1
8181,-1.5
14908,-0.6
11797,18.2
10467,12.4
25478,27.1
490,-3.9
12522,18.8
4162,8.6
9701,20.9
12679,6.4
4727,5.3
22207,6.9
5459,11.0
21716,6.5
5948,-6.0
22823,19.7
1977,-1.7
15871,12.1
24973,7.2
1890,-0.4
9831,3.2
7644,9.4
9464,-0.9
7905,-6.2
17000,-3.1
7231,-9.1
7122,-7.0
17422,7.7
11995,3.0
24231,9.3
7387,-11.8
12060,-0.5
21563,8.2
12409,0.2
14878,0.5
8395,5.8
15007,-2.9
15658,5.3
18739,14.6
16093,1.0
27995,-0.7
9881,0.5
23766,-3.6
7072,-5.8
23259,10.8
11502,-4.9
22610,0.9
6014,-3.6
13783,-3.6
10712,-3.2
4211,5.2
5214,-12.7
14566,4.3
5150,-11.9
2412,-4.0
28172,12.6
20772,24.6
18029,14.8
18503,2.8
26781,4.9
27848,4.3
890,1.2
9615,15.4
14387,-3.2
7878,-5.5
3016,-2.0
13347,13.6
15897,11.5
18044,13.2
20888,10.5
8692,-5.0
15604,6.3
18535,9.8
19465,11.8
14885,0.4
14957,-2.0
3497,2.0
8201,2.1
8205,2.6
891,1.2
22494,-2.8
28114,-1.3
20063,15.0
9713,20.0
7041,-5.1
23043,-3.8
7304,-10.5
10940,-2.0
22201,7.4
27042,13.6
19333,23.4
4121,14.1
5642,-5.2
1580,6.2
3420,7.2
3584,-0.6
5032,-10.2
7580,14.3
27810,6.3
14369,-2.9
25504,27.7
23851,-5.0
18834,5.2
26393,5.1
23817,-4.5
16813,0.1
25574,17.2
6280,-1.4
11422,-3.3
13971,15.1
16574,15.5
19698,2.7
4547,-7.7
567,-4.4
6047,-1.1
1395,9.2
10866,-2.4
17836,9.1
20556,-1.0
18854,4.2
12428,2.4
11529,-5.3
22987,-2.7
24407,2.0
2964,0.5
24047,27.1
13957,14.5
19467,11.6
13318,16.8
21277,5.7
15528,7.4
14012,14.8
19894,3.9
10925,-2.2
3666,-2.5
8242,8.0
5682,-6.4
3125,-2.8
1037,-4.0
16628,14.0
18947,0.9
1665,3.0
7454,-3.6
13359,11.7
5088,-11.1
7135,-7.4
